video_id,author,comment_text,like_count,published_at,categorias,classificacao
cFsVFooB8ro,@HadassaTorres-d7r,ketlin voce nao fresca nada porque igual voce qualquer coisa ja fica assim parece gemea,0,2025-07-14T16:12:37Z,['machismo'],toxic
cFsVFooB8ro,@AgathaCarvalho-l8r,leo voce ja ta velho nao entra pneu nao,0,2025-07-14T16:05:20Z,['etarismo'],toxic
cFsVFooB8ro,@CamilleOliveira-h7f,deus cruz credo voce fresca voce fecha,0,2025-07-14T15:59:27Z,['machismo'],toxic
cFsVFooB8ro,@silasgoncalves4689,nasci pobre nao nasci otario,0,2025-07-14T15:48:53Z,['classismo'],toxic
cFsVFooB8ro,@HELOÌSA-7u,entao gente gente ta chorando la bubu acharam labo burra bigode raro compara colchao bob gods labo bu tubarao maquiagem colchao debe bornes babi good voces viramvoce ainda viro ainda compraram muitas maquiagens roubaram botaram tudo lixo paro voces ouviram video ah esqueci porque emily robson yell revirar disco dizendo achou voces vao ver ai risada mutaike queres comprar tudo ainda botando lixo voces abrem olhos olho voce nao ve voces estao fazendo emily ro viu gente ces abrem olho oi rapido nao fica roubando nao porque senao voces estao ah nao hein emily ketlyn oi my cat fala void voic leo leo gosto gosto delesbson cama compraram maquiagens,1,2025-07-14T15:48:31Z,['capacitismo'],toxic
cFsVFooB8ro,@LuanaAlves-f8k,emilly vick limpa pegando lixo deus nojenta nao pego lixo nao credo nojo nojento,1,2025-07-14T15:42:29Z,['machismo'],toxic
cFsVFooB8ro,@JadyEmanuelle-u8f,brdos rosa jente ten tempo amo vcs senhor deus sonho conhecer vc jm dia jeito ir show fico louca aaaaaaa ketlen void leonino robson emily vick davi jente mandem beijo pra naty abraco pro felipe benca pro toin oi pro outro la to meio nervosa n lembro ooooooo bjs pra vcs abracos pra vcs oi ora vcs amo vcs aaaaaaaaaaaaa nota favor brnoticiario bremily desde sempre vc vai isola vc n sabendo existobrleo assisto vc desde vc comecou bjs pra todos vcs thal amei video continuem gravando ok vamos todos apontar vc kkkkkkkkkkkkkkkkkkthal lindas lindos,0,2025-07-14T15:30:14Z,['machismo'],toxic
cFsVFooB8ro,@IsabelleMariaRodriguesdeAraujo,ketlen fresca igual voce emilly nao carne igual voce leo ando descalco igual vocevoid amo fazer trolages igual vcrobson gosto rato igualzinho voce,1,2025-07-14T15:27:45Z,['machismo'],toxic
cFsVFooB8ro,@kaylasophie3882,cat favor barrigudos louca comprar aniversario ta chegando favor,0,2025-07-14T15:18:23Z,['machismo'],toxic
cFsVFooB8ro,@ArthurRamos-h5v,hrefhttpswwwyoutubecomwatchvcfsvfoobroampta pq ketlen tao fresca,0,2025-07-14T15:16:59Z,['machismo'],toxic
cFsVFooB8ro,@BeatrizCesconetto-b8n,katlen tambem fresca nojenta,0,2025-07-14T15:07:43Z,['machismo'],not_toxic
3HMUMn2sSIA,@juliacardosoanjos2563,pablo mo orelha macaco,0,2025-07-15T14:51:53Z,['racismo'],not_toxic
3HMUMn2sSIA,@EdsonSantosdeOliveira-v1h,unico flopado grupo pablo menino idiota,0,2025-07-15T04:14:42Z,['capacitismo'],toxic
3HMUMn2sSIA,@diegoveras6743,voce ta maluco velho nao causa totalmente carro emily caro emily sonha perceber voce fez carro vai tirar voce rosa cade voce ja saiu rosa ne ainda cima voceo enaldinho florado nao voce fritado ainda possivel emily vicky todos video todos pode ate ver,0,2025-07-14T23:57:26Z,['etarismo'],toxic
3HMUMn2sSIA,@FláviaFerreira-o9r,gente so crianca gosta youtube gosta outro talvez voces so ajudar ter davizinho enaldinho nao nada ver pablo quis ficar grupo enaldinho deixa deixa enaldinho pablo paz amor deus so crianca pequena precisava pegar tinta jogar cara nao precisava ta grupo enaldinho deixa ta grupo enaldinho voces ficam grupos voces velho nao responsabilidade crianca imagine crianca ketlen you void voces assim vao tratar filho voces nao quiser grupo voces vao tratar assim entao voce nao vao tratar filho voce voce nao tratar filhos outros sei pablo br nao filho voces to fazendo filho outros vou dizer coisa bem aqui leozinho emily voce filho quero ver voce tendo simbolo desse jeito quero ver voces ate postar quero ver quero ver posta mim voces provar voces sao burro demais voces nao estudaram vou ate descrever desse canal velho pode pode falar qualquer coisa finjo to ligando outro lado finjo to desligando agua urubu pena galinha voces sao tudo corno risadinha asa urubu pena galinha quer imitar rima outros imitar rima galinha voces so querem saber namorar vou descrever desse canal nunca vou assistir nunca vou falar nesse nome nunca vou cantar musica voces sim vou preferir enaldinho tambem pablo rosa feio odeio rosa prefiro roxo azul ainda cima mentira enaldinho nao sabe existe voce sabe voces falaram video enaldinho sabe pablo ta grupo rosas bom mentiroso so ficam mentindo fas ainda bem enaldinho vai fazer show aqui sao luis emily viki mao voces falaram pablo crianca jogar tinta cara nao ne entrar grupo rosa vou pegar tinta vou jogar cara voces ja vou ta levando tinta preparada ah vou ate discover desse canal todo mundo pode falar qualquer mal mim pode descrever canal to ai menos faco video ne voce faz video velho podre fazendo mal trato criancas ainda fala gosta crianca fazer maltratados so falta fazer waze julia clara,0,2025-07-14T17:17:41Z,"['capacitismo', 'etarismo', 'machismo']",toxic
3HMUMn2sSIA,@BernardoDaSilveiraVidal,pablo idiota demais traidor,0,2025-07-14T14:13:37Z,['capacitismo'],toxic
3HMUMn2sSIA,@edithphilipe,emily vick vaporub odeio prefiro jazzghost enaldinho painzeiro postar videos nesse canal velho,0,2025-07-14T13:41:11Z,['etarismo'],not_toxic
3HMUMn2sSIA,@MariaclaraSenna-g4e,ia deixar lado pobre casa voces ah desculpa nao sei ouvi falar claro ai disse la pra voces agendar caldo voces,0,2025-07-14T03:05:21Z,['classismo'],toxic
3HMUMn2sSIA,@naildecavalcantesilva4692,voces nao brigaria ja daria voadeira cara falaria voce nao grupo rosa sai vai casa vai cuidar louca vai casa novo novo novo novo amor deus,0,2025-07-13T23:08:07Z,['machismo'],toxic
3HMUMn2sSIA,@irantorquatro9932,pablo idiota,0,2025-07-13T20:46:23Z,['capacitismo'],toxic
3HMUMn2sSIA,@madasantos6341Dendaeun,acaba acaba raca fica acaba raca acaba raca negra acaba acaba acaba acaba acaba acaba acaba acaba acaba acaba acaba acaba acaba acaba acaba acaba acaba acaba acaba acaba acaba acaba acaba acaba,0,2025-07-13T20:17:08Z,['racismo'],toxic
3HMUMn2sSIA,@DhBoxTV,tirar grupo tirar tudo ce nao deixa leva coisa ne pode chamar idiota grupo casas legal legal enaldinho gosta assistir enaldinho bom meutambem nao gosto quase nada so rosa vamos fazer muitas melhor enaldinho pop carro aprovado assim ninguem vai gostar voce carro quase todos carros agorinha vai chamar pula fada nao nada ninguem pra absurdo nao,0,2025-07-13T20:04:35Z,['capacitismo'],toxic
3HMUMn2sSIA,@LeticiaRodrigues-qi5pb,piranha igualzinha emily vick,0,2025-07-13T19:05:58Z,['machismo'],not_toxic
3HMUMn2sSIA,@Emillyvick_shorts,pablo idiota,0,2025-07-13T17:43:59Z,['capacitismo'],toxic
3HMUMn2sSIA,@Jessica-ly9xl,vai fala tarde boa igual velho voce,0,2025-07-13T17:23:46Z,['etarismo'],toxic
3HMUMn2sSIA,@daviecarol,nao culpa voces sao burro,1,2025-07-13T16:39:31Z,['capacitismo'],toxic
3HMUMn2sSIA,@paulinjp329,mae compra barbie gorda,0,2025-07-13T16:27:55Z,['gordofobia'],not_toxic
3HMUMn2sSIA,@AllanaMoreira-c3e,amigo chama gabriel gospel enaldinho nao gosto nada daquele podre velho ai gosto ai vi rosa,0,2025-07-13T16:14:30Z,['etarismo'],not_toxic
3HMUMn2sSIA,@Ovintexcoc,hrefhttpswwwyoutubecomwatchvhmumnssiaampta gayzinho quer humilhar haters cara n humilha bst vida,0,2025-07-13T16:06:00Z,['homofobia'],toxic
3HMUMn2sSIA,@central_emillyvickof_fãn1,hrefhttpswwwyoutubecomwatchvhmumnssiaampta percebeu emilly ta piranha rosa igual,0,2025-07-13T15:58:20Z,['machismo'],toxic
3HMUMn2sSIA,@EveledaOliveira,nao gostei atitude leozinho nao volte roubando coisas enaldinho so agora so gosta ketlin emily roubar voces sao loucos voce parar roubar coisas senao nao cristo escrita favor fala nao roubar coisas nao aguento voces sao loucos emily ta aqui bonita bonita louca,0,2025-07-13T15:53:22Z,['machismo'],toxic
3HMUMn2sSIA,@dntas7,chato pablo macaco pablo,0,2025-07-13T15:41:44Z,['racismo'],not_toxic
3HMUMn2sSIA,@MykaelSantosDias,tira pablo orelha macaco,1,2025-07-13T15:40:47Z,['racismo'],not_toxic
3HMUMn2sSIA,@silvioLuiz-j5w,mc acha toda feito robson louca,0,2025-07-13T15:12:05Z,['machismo'],toxic
3HMUMn2sSIA,@MariaElaineHenriquedelima-t7e,fa numero menina velha chata,0,2025-07-13T15:07:08Z,['etarismo'],toxic
3HMUMn2sSIA,@Aliceworlds,plano burro oque,0,2025-07-13T15:06:37Z,['capacitismo'],not_toxic
x6c5M66YVdQ,@FidelisBarros-y9t,velho julia beijo kk to chocadabr,0,2025-07-15T05:33:43Z,['etarismo'],not_toxic
x6c5M66YVdQ,@WendellyVitoria-o9d,tava bebendo suco nada cuspi suco velho vem nao acredito,0,2025-07-14T22:50:17Z,['etarismo'],toxic
x6c5M66YVdQ,@ieldaresplandesgomes7759,irmao ano velho,0,2025-07-14T11:44:59Z,['etarismo'],not_toxic
x6c5M66YVdQ,@LunnaVictoriaAlvesSousa,melhor video canal emily vick mano surtei simplesmente velho felicidade,3,2025-07-13T23:44:59Z,['etarismo'],not_toxic
x6c5M66YVdQ,@FabianoJosedaSilva-kc5px,robson falou assim julia mano pensei assim nome tambem julia hora comecei rir robson falou assim falou assim voce beijar julia voce tambem vai beijar voce tambem vai beijar muita muita risada velho,0,2025-07-13T01:08:00Z,['etarismo'],toxic
x6c5M66YVdQ,@BrunavitoriaAlves-l3u,velho ta motivando crincas namorar mds,0,2025-07-13T01:02:07Z,['etarismo'],not_toxic
x6c5M66YVdQ,@edisonespinosa8077,ta velho wade,0,2025-07-12T22:44:40Z,['etarismo'],not_toxic
x6c5M66YVdQ,@clarakauany650,emocionada fofo,0,2025-07-12T18:37:39Z,['machismo'],toxic
x6c5M66YVdQ,@PAULOWOLFARTH,fofo waze julia casando podia pouquinho novo ne certo podia book novo porque velho ne porque uns anos anos,0,2025-07-12T17:58:04Z,['etarismo'],toxic
x6c5M66YVdQ,@Sushi_da_ket_OFC,velho to chocadaaaa finalmente casal assumiu gloria deusss finalmente assumiram ainda bem estao casal,0,2025-07-12T17:07:05Z,['etarismo'],toxic
x6c5M66YVdQ,@neuzagomes9234,robesol qui velho poxa,0,2025-07-12T15:50:48Z,['etarismo'],not_toxic
x6c5M66YVdQ,@bardodudu,velho to chocadaainda nao to acreditando deussssss to passada beijaram nao to acreditando deus,0,2025-07-12T15:49:23Z,['etarismo'],toxic
x6c5M66YVdQ,@FrancieleBarreto-lw9kt,melhor video rosas to emocionada ate agora,19,2025-07-12T15:17:03Z,['machismo'],toxic
x6c5M66YVdQ,@Carlos_EmanuelOficial,velho to chocado ainda nao to acreditando deussss to passado formam casal tao lindo concorda comigo deixe like,297,2025-07-12T14:11:55Z,['etarismo'],toxic
x6c5M66YVdQ,@Mentoskk,irmao void tava dizendo velho irmao mds,0,2025-07-12T12:49:50Z,['etarismo'],toxic
x6c5M66YVdQ,@eniorodriguesd0santosrodri585,nome mabel fiquei emocionada selinho,0,2025-07-12T12:45:47Z,['machismo'],not_toxic
x6c5M66YVdQ,@AgathaDarosa-x5q,ai deus to emocionada,1,2025-07-12T11:48:01Z,['machismo'],toxic
x6c5M66YVdQ,@SAUNISEPIERRE-t3u,enzo vai fica velho,0,2025-07-12T10:56:11Z,['etarismo'],toxic
x6c5M66YVdQ,@babycash9290,voce fez lipo ainda continua gorda emilly,1,2025-07-12T06:51:56Z,['gordofobia'],toxic
x6c5M66YVdQ,@esterfany098,ahhh velho to feliz waze julia parabes,0,2025-07-12T04:07:10Z,['etarismo'],not_toxic
x6c5M66YVdQ,@aninhasophia284,vi quis pode ter tipo andar meia noite ne modo amanha final ne desculpa tipo modo modo amanha ainda ne bom quero dia spam incluido casa sim sonho conhecer to bom momento ruim favor vi tambem lambo gigante galaozinho achou dia lixo lavou burro oce quiser dar ce pode nao to pedindo estupidono favor,0,2025-07-12T04:03:52Z,['capacitismo'],toxic
x6c5M66YVdQ,@VictoriaValentina-oq7tu,mano to emocionada fofinhos agora pra mini rosas so falta mini emilly mini leo tomara video mae mini emilly deixe agora tambem julia waze so vai ter video namorando,0,2025-07-12T02:59:34Z,['machismo'],toxic
x6c5M66YVdQ,@valentinafm,so robertson ta ta solteiro nao ta conseguindo achar nenhum amor waze julia ja tao namorando deus robson velho ta indo encalhado finalmente julia desencalhou kkkkkk deus julia voce ta doida tipo pai pai falou pro pro waze ne tudo fizer contigo vai fazer nele entao beijar vai ter beijar vai ter beijar pai nao entendi nada serio amei proximo quero proximo casal robson deus ter robson robson namorar ne namorar menos mora robson olha conselho aqui pegue alguem namoro deus,0,2025-07-12T02:27:06Z,['etarismo'],toxic
x6c5M66YVdQ,@ValeriaLourenco-gu2ex,ai deus julia waze tao namorando to emocionada noticia primeiro casal mine rosa beijo boca emociona ne,13,2025-07-12T01:27:25Z,['machismo'],toxic
x6c5M66YVdQ,@AlannaLemos-v3r,aiiii deus to emocionada chegando,0,2025-07-12T01:26:15Z,['machismo'],toxic
x6c5M66YVdQ,@marlimohiniPassos,to emocionada amo mini rosaaaaaa,0,2025-07-12T00:07:06Z,['machismo'],toxic
x6c5M66YVdQ,@Annalulucaprincesa,fiquei ate emocionada,0,2025-07-11T22:46:28Z,['machismo'],toxic
x6c5M66YVdQ,@angelicasilva1583,mano to emocionada ate agora lindo beijo boca agora falta mine leozin mine emilly vick concorda deixa likebr,253,2025-07-11T22:30:04Z,['machismo'],toxic
x6c5M66YVdQ,@djfabinhosp,deus leozinho parece velha fofoqueira rua,1,2025-07-11T22:24:41Z,"['etarismo', 'machismo']",not_toxic
x6c5M66YVdQ,@CláudioAntônioSoares-g9j,puta pariu rosa,1,2025-07-11T22:13:03Z,['machismo'],toxic
x6c5M66YVdQ,@LeyaMaia-o2w,ai coracao to emocionada,0,2025-07-11T22:05:33Z,['machismo'],not_toxic
x6c5M66YVdQ,@M.Cynthia-o9h,gente emily tava passando mal ate confundiu nome meninas to igual robson encalhada,0,2025-07-11T21:12:09Z,['machismo'],toxic
x6c5M66YVdQ,@Devyd11,julia melhor menina voce arrumou escola chata interesseira menina voce tava arrumando escola julia sim boa primeiro casal amado humanidade jovem humanidade olha ai gente,0,2025-07-11T20:58:59Z,['machismo'],not_toxic
x6c5M66YVdQ,@soft_vlogs.lindinha,mdsssssss velho pensei waze so ia colocar anel beijou julia chocada,0,2025-07-11T20:22:26Z,['etarismo'],not_toxic
x6c5M66YVdQ,@pedromi1-r,hrefhttpswwwyoutubecomwatchvxcmyvdqampta burro,2,2025-07-11T19:40:43Z,['capacitismo'],toxic
x6c5M66YVdQ,@sosopedroececilia,ketlin burra emily leo falou permissao deixou,0,2025-07-11T19:33:42Z,['capacitismo'],not_toxic
x6c5M66YVdQ,@Mihamaosrosa,quotta velho ixiiiiquot parte rachei kakakaakkakaka,0,2025-07-11T19:16:24Z,['etarismo'],toxic
x6c5M66YVdQ,@TamiresGuijoArtimundoFerrari,gente wase n tava namorando interesseira,0,2025-07-11T19:15:39Z,['machismo'],toxic
x6c5M66YVdQ,@GilbertoMastracouzo,ce ja casou maleo show sempre burro,0,2025-07-11T18:48:34Z,['capacitismo'],toxic
x6c5M66YVdQ,@SaraVitoria-fs2kw,pensei trollagem velho,0,2025-07-11T17:29:55Z,['etarismo'],not_toxic
x6c5M66YVdQ,@Laura_Rebeca,gente dois nao bina julia feia parece sapatona waze fica migo melhor,1,2025-07-11T17:25:43Z,['homofobia'],toxic
x6c5M66YVdQ,@Maria_rfx_14,to emocionada,1,2025-07-11T17:13:43Z,['machismo'],not_toxic
x6c5M66YVdQ,@IsabelleSaraiva-n7o,velho ate ate waze julia estao namorando robson nada situacao interior musica tao bom viver solteiro,1,2025-07-11T17:00:29Z,['etarismo'],not_toxic
x6c5M66YVdQ,@KilssiaAlmerindo,emocionada julia waze sao namorados bem emily vick vc melhor,9,2025-07-11T16:53:08Z,['machismo'],not_toxic
x6c5M66YVdQ,@IsabellaCristina-t5f,waze hora voce tava rindo mim ia falar assim ta rindo namorada voce namorada voce vai ter ta ia falar assim tambem voce ah ne velho daqui ne entao vai fazer suco mim vai tomar banho vai tomar banho porque novos dedinhos velhos entao vai tomar banho comer,0,2025-07-11T16:48:43Z,['etarismo'],toxic
x6c5M66YVdQ,@Maria_3462,mdss namorados lindos to emocionada,0,2025-07-11T16:19:33Z,['machismo'],toxic
x6c5M66YVdQ,@cleumaferreiradossantos299,aaaaaaaaaa chocada novo casal oficial mini rosa caramba fa rosas anos nunca imaginei podese acontecer parabens deus abencoe lindo casal perfeito fiquei emocionada,2,2025-07-11T16:15:46Z,['machismo'],toxic
x6c5M66YVdQ,@Juliajuju-r,arma fofoqueira assimirmaa julia nao sei posso conta oleoleopode conta sim irmatabom vo conta ja disse gosta waze min apaga bosta,0,2025-07-11T16:02:50Z,['machismo'],toxic
x6c5M66YVdQ,@larahferreira1684,fiquei emocionada lbrlindos,0,2025-07-11T15:42:44Z,['machismo'],toxic
x6c5M66YVdQ,@Desenhosmk-s2v,deus vejo casais ate velho primeiro dia beijo boca tipo fofinho,0,2025-07-11T15:36:57Z,['etarismo'],toxic
x6c5M66YVdQ,@CarllaStephanyeOliveiraCruz,ex nao namorava menina interesseira,0,2025-07-11T15:03:33Z,['machismo'],not_toxic
aaEyGYRFQnw,@deboramarques4703,fotos rosa pode viajar brasil fa voces nome vida real fernanda pode ir porto velho vou ver mae endereco ta bom,0,2025-07-12T20:16:59Z,['etarismo'],toxic
aaEyGYRFQnw,@alinealves5228,nao fala direito caramba,0,2025-07-10T04:05:19Z,['xenofobia'],toxic
aaEyGYRFQnw,@alinecosta5905,velho voce nao sabe mentir nao pai voidd,0,2025-07-09T22:24:05Z,['etarismo'],toxic
aaEyGYRFQnw,@AlineOliveira-pw8ko,nao gosto emily gordo void gostei kelly void nao gosto,0,2025-07-08T16:25:04Z,['gordofobia'],not_toxic
aaEyGYRFQnw,@CristianeCastro-d5d,crianca burro,0,2025-07-08T14:33:13Z,['capacitismo'],not_toxic
aaEyGYRFQnw,@SofiaSouzaFernandes-j4x,perigoso grupo rosa acabei quebrar regras voces podem preso perigoso nao faz burra bem,0,2025-07-08T00:17:51Z,['capacitismo'],toxic
aaEyGYRFQnw,@StitchLouco,viajei placa escritonao alimete animais macaquinho ai todo mundo dando amendoin fofinho pegando comida mao,0,2025-07-07T11:11:09Z,['racismo'],toxic
aaEyGYRFQnw,@123Alicevieira,deus velho ketlin mo pug,0,2025-07-07T01:27:45Z,['etarismo'],toxic
aaEyGYRFQnw,@AlejandroVianaSantos,oi emily faz show assim pe galinha comento documento todos videos nunca apareca favor,1,2025-07-06T12:16:43Z,['machismo'],toxic
aaEyGYRFQnw,@CleziaDias-s1,deus voces sao louco velho,0,2025-07-06T00:15:09Z,['etarismo'],not_toxic
aaEyGYRFQnw,@IsisPedrosa-t3y,ola voce ta ficando besta porque voce andar capacete voce voce ta ai voce cair voce pode ter outras meninas voce outra receita mim ano capacete voce burro bota capacete cabeca viu leo coisas assim servico voce maluco,0,2025-07-05T22:47:51Z,['capacitismo'],toxic
aaEyGYRFQnw,@emillimonteiro2509,velha pedindo dinheiro sendo recebeu r ja,1,2025-07-05T21:59:39Z,['etarismo'],toxic
aaEyGYRFQnw,@Rodrigues.Carvalhosafira,emily vick voce falou vai ter sao paulo faz aqui brasil favor louca conhecer ate choro,0,2025-07-05T18:25:49Z,['machismo'],toxic
aaEyGYRFQnw,@sharlongusmao7199,coisa idiota,1,2025-07-05T17:29:18Z,['capacitismo'],toxic
aaEyGYRFQnw,@GilCastroCardoso,hrefhttpswwwyoutubecomwatchvaaeygyrfqnwampta robson vida louca,3,2025-07-05T15:03:50Z,['machismo'],not_toxic
Dcv71FA46I4,@Agente234,emily vick cabelo branco farinha parece velha jogo,0,2025-07-12T19:21:50Z,['etarismo'],not_toxic
Dcv71FA46I4,@BernadeteMaria-m1o,global gohan divertido velho mundo rodar sempre assim sempre assim mostro coisa diferente dizer so conheci gente comeu voce nao medo divertir amor segue sei onde amor sempre sempre mundo,0,2025-07-12T18:43:15Z,['etarismo'],toxic
Dcv71FA46I4,@WinnyAlanna-f7u,emily cantei musica rodada pular cordas video ne porque ninguem cantou musica ai sei musica ai cantei aqui casa vou cantar voces agora toc toceu ja vou amiguinho quiser amiguinho amiguinho gire igual piao amiguinho amiguinho poe mao chao amiguinho amiguinho vez,0,2025-07-12T14:32:51Z,['machismo'],toxic
Dcv71FA46I4,@NunuLimaCruz,cara ate galinha pintadinha escritos,0,2025-07-11T23:05:59Z,['machismo'],toxic
Dcv71FA46I4,@solangegarakis5933,gente voces realmente gostam pq fez monte criancas chorarem evento n ajudou ninguem deu autografo velha dando bengalada outros plmds,0,2025-07-11T01:26:32Z,['etarismo'],toxic
Dcv71FA46I4,@MiguelFerreira-e5l,todo mundo burro comecou negocio ai,0,2025-07-11T00:09:39Z,['capacitismo'],toxic
Dcv71FA46I4,@DianaDivino-wj9sl,emli vick vagaba,0,2025-07-09T22:31:38Z,['machismo'],not_toxic
Dcv71FA46I4,@NarianeMeloqkkld,levar serio velho,0,2025-07-08T16:00:59Z,['etarismo'],not_toxic
Dcv71FA46I4,@RafaelSebastiãoSebastião,pior porque voce empurrou emily voz gorda emily,0,2025-07-07T21:12:46Z,['gordofobia'],toxic
Dcv71FA46I4,@edineiagoncalves632,time nunca pensei grupo emily vick tao burra ponto nao pensar repertorios morreu apenas segundo capitulo outra coisa fazer video rato six aproveita pega arma tiro verdade pode matar alguem,0,2025-07-07T02:32:39Z,['capacitismo'],toxic
Dcv71FA46I4,@dududoido7628,leozinho tava aonde voce quebrou janela so atras varanda emily vita junto robson caixa dagua velha,0,2025-07-06T00:42:48Z,['etarismo'],not_toxic
Dcv71FA46I4,@dududoido7628,leozinho ta janela emily ta caixa dagua velha amiguinho ta junto,3,2025-07-06T00:40:53Z,['etarismo'],not_toxic
Dcv71FA46I4,@Raue_sla,fas td mendigo like scr,0,2025-07-05T00:13:11Z,['classismo'],toxic
Dcv71FA46I4,@mayarahenrique3892,emily ta gorda novo roupa ta fazendo deixar gorda nao digo nada,0,2025-07-04T11:58:26Z,['gordofobia'],toxic
Dcv71FA46I4,@MariaSouza-l2p4g,ultima rodada leozinho ganhou void caido,1,2025-07-03T15:15:07Z,['machismo'],not_toxic
Dcv71FA46I4,@LaraScaboro,velho tao fofinho lado namorada vermelho,0,2025-07-03T14:42:50Z,['etarismo'],not_toxic
Dcv71FA46I4,@PauloXavier-k9c,ultimo jogo so pode derrubar pessoa vcs pode derrubar pessoa aperta botao derrubar outra pessoa ultima rodada,0,2025-07-02T20:47:37Z,['machismo'],toxic
Dcv71FA46I4,@kang_ju-nhee-222,leo r burro nao pro outro lado hrefhttpswwwyoutubecomwatchvdcvfaiampta,1,2025-07-02T18:14:21Z,['capacitismo'],toxic
Dcv71FA46I4,@emanuelaqueiroz4753,nao pode matar duas pessoas mesma fase voces sao burro salto neuronio voces kete tudo bem ainda nao matou ninguem,0,2025-07-02T17:30:51Z,['capacitismo'],toxic
Dcv71FA46I4,@HeitorAvarela,pobre resto so xbox play caixa iphone calca pobre tv tambem pobre,0,2025-07-02T17:02:22Z,['classismo'],toxic
Dcv71FA46I4,@BrendaFonseca-r7x,tava gordinha pouco jogar jogo,0,2025-07-02T16:46:08Z,['gordofobia'],not_toxic
Dcv71FA46I4,@Gigiurbanetz,odeia emilly acha burra,0,2025-07-02T16:24:52Z,['capacitismo'],not_toxic
Dcv71FA46I4,@MariaheduardaDuda-z2l,leo burro isperto purisso lampada kkkkkkk,0,2025-07-02T16:02:49Z,['capacitismo'],toxic
Dcv71FA46I4,@osvaldocunha2810,gorda kg,0,2025-07-02T15:59:40Z,['gordofobia'],not_toxic
Dcv71FA46I4,@SofhiaLima-k7k,caraca mano fizeram ketlin velho,0,2025-07-02T15:19:33Z,['etarismo'],not_toxic
bftlxgQtyxI,@KayllaneMayara-o5d,nnn velho nnnn,1,2025-07-15T17:26:06Z,['etarismo'],toxic
bftlxgQtyxI,@IsisvitóriaMarinho,gente vou tentar achar chupe dai ta nao sei pagar entao vou falar mae apagar porque so anos velho anos,1,2025-07-14T16:53:57Z,['etarismo'],toxic
bftlxgQtyxI,@criatorioEsmeralda,ket desculpa vc fresca nesse video,0,2025-07-07T22:13:21Z,['machismo'],not_toxic
bftlxgQtyxI,@shaianealexandre8567,mini rosa menino rosa novo bem feio nao gostei queria velho ta bem feio ta nome ta bem feio,0,2025-07-03T00:53:56Z,['etarismo'],toxic
bftlxgQtyxI,@MariaVitoria-up3kr,entao emily nao rosa musica aqui canal rosa brasil brasil menos rosa musica burra viu,0,2025-07-01T18:32:19Z,['capacitismo'],not_toxic
bftlxgQtyxI,@lucimarsevero6704,ali nao feiura coisa feia cara vbb velho,0,2025-06-29T18:39:38Z,['etarismo'],toxic
bftlxgQtyxI,@DulceMaria-c3r,voces sao burro tirar perigosos grupo,0,2025-06-22T12:13:25Z,['capacitismo'],not_toxic
bftlxgQtyxI,@joaojunior1792,gema feia porque voces deicharau gema partisipar clara ev melhor gosto clara nao gema gema idiota,0,2025-06-20T16:53:43Z,['capacitismo'],toxic
bftlxgQtyxI,@GreiceaneSantos-u9m,sonhar sonhar comigo agora mandar tbb pbb ai nao pode fazer nao mini rosa velho,1,2025-06-17T13:45:09Z,['etarismo'],toxic
bftlxgQtyxI,@AnaMichelly-g7m,hebert voce vai tirar outros meninos roda rosas voce legal emily coloca novo coloca velho pode juntar cheio ter alegria oi nome ana michele anos achei videos ketlin vo robson leozinho emily voce dona grupo,0,2025-06-16T19:20:53Z,['etarismo'],toxic
bftlxgQtyxI,@larissasilva1065,ai parca ai vai descer mulherzinha agora po kkk,0,2025-06-14T11:06:52Z,['machismo'],toxic
bftlxgQtyxI,@RayssaCarvalhoPraxedes,gente negocio feio pessoal tudo feio nao gostei desses novo dai colocou velho bom bonito,0,2025-06-12T00:08:36Z,['etarismo'],toxic
bftlxgQtyxI,@np_yviiineehhrayz.n_god_2333,tava doantes nisso rosa sim imbecil excecao velho,0,2025-06-07T14:00:19Z,"['capacitismo', 'etarismo']",toxic
bftlxgQtyxI,@renalybarbosa7761,prefiro mini rosas velho,0,2025-06-05T00:05:53Z,['etarismo'],not_toxic
bftlxgQtyxI,@AnaPatríciaOliveira-b4k,nao gosto novo mini rosas nao gosto gema todos mini rosas novo nao gosto so gosto clara waze pablo mini leozinho entao criticando to criticando gema porque chata ja comecou ir empurrando clara voce nao viu emily vi melhor voce ver demitir gema porque nao gostando imagens feia ainda nome feio coisa ovo emily voce gosta voce nao gosta ovo entao pronto voce demitir gema entao pronto voce nao demitir vou todos amigos porque sao escreve canal ate hoje voce significado amigos entao pronto entao melhor voce demitir agenda ai todo mundo ai minions rosas novo porque nao to gostando entao pronto melhor voce ver comentario decha mini rosas velho favor,0,2025-06-02T18:48:23Z,['etarismo'],toxic
bftlxgQtyxI,@JosyxandersonSantos,olha amem turma rosas nova meda turma velha,0,2025-06-02T15:22:40Z,['etarismo'],toxic
bftlxgQtyxI,@larissasacramento57,emily video ja dancei musica voce fez voz legal mexeu varios tapa velho vinganca voce vem vem vem vem vou fazer,0,2025-06-01T13:33:07Z,['etarismo'],toxic
